Run date,2025-03-07
588.86,501.582
588.88,511.438
588.9,531.99
588.92,538.428
588.94,556.372
588.96,556.054
588.98,571.674
589.0,568.946
589.02,577.912
589.04,581.111
589.06,586.684
589.08,589.663
589.1,593.542
589.12,597.188
589.14,601.347
589.16,605.74
589.18,609.923
589.2,614.896
589.22,619.087
589.24,624.262
589.26,631.707
589.28,637.923
589.3,647.85
589.32,654.64
589.34,665.909
589.36,670.458
589.38,680.728
589.4,681.987
589.42,691.035
589.44,687.805
589.46,694.861
589.48,687.02
589.5,690.265
589.52,673.044
589.54,667.328
589.56,643.832
589.58,632.341
589.6,602.828
589.62,592.582
589.64,560.673
589.66,545.979
589.68,521.219
589.7,511.178
589.72,486.399
589.74,471.697
589.76,461.931
589.78,449.111
589.8,444.288
589.82,436.239
589.84,434.767
589.86,427.481
589.88,427.316
589.9,419.912
589.92,419.892
589.94,412.38
589.96,411.955
589.98,402.468
590.0,399.438
590.02,388.226
590.04,384.573
590.06,371.431
590.08,365.649
590.1,348.976
590.12,338.976
590.14,319.818
590.16,306.653
590.18,286.369
590.2,267.926
590.22,250.237
590.24,232.131
590.26,213.693
590.28,200.074
590.3,187.206
590.32,176.508
590.34,167.561
590.36,159.66
590.38,153.293
590.4,149.171
590.42,145.721
590.44,142.477
590.46,140.066
590.48,138.567
590.5,137.659
590.52,136.775
590.54,136.111
590.56,135.805
590.58,135.502
590.6,135.252
590.62,135.352
590.64,135.302
590.66,135.088
590.68,135.201
590.7,134.906
590.72,134.823
590.74,134.892
590.76,134.747
590.78,134.886
590.8,134.774
590.82,134.498
590.84,134.835
590.86,134.763
590.88,134.67
590.9,134.564
590.92,134.498
590.94,134.554
590.96,134.421
590.98,134.659
591.0,134.535
591.02,134.554
591.04,134.677
591.06,134.467
591.08,134.374
591.1,134.495
591.12,134.529
591.14,134.477
591.16,134.219
591.18,134.258
591.2,134.436
591.22,134.456
591.24,134.45
591.26,134.31
591.28,134.315
591.3,134.317
591.32,134.403
591.34,134.293
591.36,134.463
591.38,134.354
591.4,134.125
591.42,134.259
591.44,134.115
591.46,134.246
591.48,134.233
591.5,134.249
591.52,134.163
591.54,134.219
591.56,134.042
591.58,134.253
591.6,134.351
591.62,134.152
591.64,134.007
591.66,134.296
591.68,134.17
591.7,134.158
591.72,133.99
591.74,134.185
591.76,134.076
591.78,134.33
591.8,134.201
591.82,134.121
591.84,134.243
591.86,134.118
591.88,134.108
591.9,134.114
591.92,134.0
591.94,134.251
591.96,134.135
591.98,134.014
592.0,133.96
